Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV04836,C00366,"P00462,P00518,P00470,P00381",15/05/2025,CYB
INV04837,C00992,"P00335,P00029,P00213,P00253,P00292",03/07/2024,MK
INV04838,C00382,"P00117,P00096",16/08/2025,TKO
INV04839,C00765,"P00095,P00072,P00167,P00120",26/01/2025,MK
INV04840,C00466,"P00094,P00023",30/08/2024,MK
INV04841,C01055,"P00378,P00137,P00201,P00530",04/03/2025,MK
INV04842,C00362,"P00212,P00057,P00266,P00529,P00114",09/12/2024,ST
INV04843,C00479,"P00117,P00096,P00460",07/08/2025,CYB
INV04844,C00994,"P00117,P00096,P00074",14/04/2024,TKO
INV04845,C00067,"P00117,P00096,P00295,P00379",11/06/2024,TKO
INV04846,C00270,"P00482,P00501,P00536",04/05/2025,CYB
INV04847,C00501,"P00153,P00179,P00202,P00109",14/11/2025,TKO
INV04848,C00041,P00043,14/07/2024,CYB
INV04849,C00183,"P00117,P00096,P00211,P00050",21/08/2025,TKO
INV04850,C01052,P00428,13/05/2024,CYB
INV04851,C01047,"P00117,P00096,P00178,P00407",28/10/2024,ST
INV04852,C01063,"P00083,P00022,P00362",25/02/2025,CYB
INV04853,C00902,"P00117,P00096,P00409,P00234",28/10/2024,CYB
INV04854,C00755,"P00378,P00312",09/12/2025,MK
INV04855,C01097,"P00366,P00517,P00283,P00436,P00497",14/05/2025,CYB
INV04856,C00474,"P00117,P00096",20/06/2024,ST
INV04857,C00997,"P00122,P00104,P00006,P00515,P00012",18/10/2025,CYB
INV04858,C00470,P00506,11/12/2024,MK
INV04859,C01124,P00258,08/12/2025,TKO
INV04860,C01000,P00034,02/12/2024,CYB
INV04861,C00601,"P00117,P00096,P00532,P00343",17/10/2024,ST
INV04862,C00783,"P00009,P00351",03/06/2024,ST
INV04863,C00872,"P00443,P00439,P00530,P00133,P00141",25/02/2025,CYB
INV04864,C00812,"P00117,P00096,P00272,P00381",08/11/2025,TKO
INV04865,C00933,"P00086,P00060,P00026",06/05/2024,TKO
INV04866,C00931,"P00246,P00350,P00501,P00470,P00191",09/02/2025,TKO
INV04867,C00663,"P00363,P00167",17/09/2025,MK
INV04868,C00922,P00332,09/05/2025,TKO
INV04869,C00411,"P00083,P00108",30/05/2024,ST
INV04870,C01120,"P00010,P00353",23/01/2024,ST
INV04871,C00534,"P00054,P00169,P00005",03/04/2024,CYB
INV04872,C00770,"P00117,P00096,P00250",17/08/2024,TKO
INV04873,C00705,"P00117,P00096",11/03/2024,ST
INV04874,C00118,"P00117,P00096",06/11/2025,CYB
INV04875,C01035,P00332,18/04/2024,CYB
INV04876,C00297,"P00244,P00325,P00457",22/03/2025,MK
INV04877,C00215,"P00117,P00096,P00390",03/05/2024,MK
INV04878,C00183,"P00225,P00285,P00418,P00377,P00020",02/07/2025,TKO
INV04879,C00941,"P00101,P00073,P00448,P00126,P00266",13/12/2024,MK
INV04880,C01050,"P00505,P00109,P00288,P00124",30/06/2025,ST
INV04881,C00220,P00109,24/07/2024,TKO
INV04882,C00173,"P00117,P00096",01/04/2024,ST
INV04883,C00816,P00087,19/03/2024,MK
INV04884,C00303,P00074,13/07/2025,TKO
INV04885,C00573,"P00069,P00374,P00248",24/04/2025,MK
INV04886,C00707,"P00253,P00111,P00120,P00084",27/12/2025,TKO
INV04887,C00169,"P00210,P00090,P00300",23/04/2024,CYB
INV04888,C00221,P00274,22/07/2025,CYB
INV04889,C00485,P00041,11/04/2025,TKO
INV04890,C00527,"P00472,P00335",24/12/2025,TKO
INV04891,C00070,"P00530,P00008,P00270",24/10/2024,TKO
INV04892,C00944,"P00340,P00116,P00079,P00330",28/08/2024,ST
INV04893,C00585,"P00216,P00191,P00531",27/07/2025,TKO
INV04894,C00170,"P00148,P00247,P00165",26/12/2024,MK
INV04895,C00693,"P00168,P00416,P00399,P00427,P00229",07/12/2024,TKO
INV04896,C00701,"P00159,P00004,P00525",07/05/2024,TKO
INV04897,C00775,P00022,02/08/2024,TKO
INV04898,C01069,"P00431,P00297",17/12/2024,ST
INV04899,C00169,"P00117,P00096,P00254",05/01/2024,TKO
INV04900,C00884,"P00304,P00297",03/11/2025,CYB
INV04901,C00161,P00287,13/04/2025,ST
INV04902,C00027,"P00318,P00317",28/09/2024,MK
INV04903,C00070,"P00159,P00516",05/07/2025,ST
INV04904,C00102,P00206,27/04/2024,MK
INV04905,C00645,"P00176,P00323",07/07/2024,CYB
INV04906,C00514,"P00398,P00483,P00270",08/08/2024,TKO
INV04907,C00718,P00110,06/02/2025,CYB
INV04908,C00490,"P00274,P00263",10/04/2025,TKO
INV04909,C00690,"P00117,P00096,P00360",29/10/2025,TKO
INV04910,C00326,"P00117,P00096,P00488",08/08/2024,ST
INV04911,C00395,"P00394,P00319,P00332,P00290,P00018",27/01/2025,CYB
INV04912,C00383,"P00118,P00177,P00128,P00405",31/03/2024,MK
INV04913,C00966,"P00279,P00040,P00134,P00231,P00021",12/12/2024,CYB
INV04914,C00765,"P00467,P00344,P00090",22/05/2025,MK
INV04915,C01094,"P00061,P00020,P00194",27/01/2024,TKO
INV04916,C00123,P00035,20/09/2025,MK
INV04917,C00277,P00290,05/09/2024,MK
INV04918,C00189,"P00381,P00164,P00121",22/05/2024,TKO
INV04919,C00133,"P00151,P00023,P00362,P00267",17/06/2024,TKO
INV04920,C00778,"P00117,P00096",07/07/2025,TKO
INV04921,C00623,"P00117,P00096",02/01/2025,TKO
INV04922,C00884,"P00132,P00003,P00198",05/02/2024,CYB
INV04923,C00786,"P00117,P00096,P00279",07/10/2025,ST
INV04924,C00147,"P00258,P00336",12/12/2024,TKO
INV04925,C00132,"P00117,P00096,P00066",03/12/2025,MK
INV04926,C00717,"P00117,P00096,P00044",26/01/2025,MK
INV04927,C00386,P00281,14/01/2024,TKO
INV04928,C00760,"P00117,P00096",26/04/2025,CYB
INV04929,C00299,"P00117,P00096,P00243,P00434",01/05/2024,CYB
INV04930,C00212,"P00117,P00096",21/05/2025,TKO
INV04931,C00589,"P00081,P00206",05/01/2025,CYB
INV04932,C01112,"P00528,P00166,P00113,P00070",25/11/2024,CYB
INV04933,C00819,P00355,14/02/2024,TKO
INV04934,C00784,P00002,22/08/2024,ST
INV04935,C00919,"P00107,P00053,P00212,P00418,P00208",07/01/2024,TKO
INV04936,C00959,"P00144,P00370,P00209,P00263,P00075",08/12/2024,TKO
INV04937,C00505,"P00524,P00071,P00162,P00225",02/09/2025,TKO
INV04938,C01024,"P00476,P00048,P00324,P00497,P00302",26/10/2025,CYB
INV04939,C00520,"P00084,P00324,P00480",14/10/2024,CYB
INV04940,C01073,"P00413,P00344",27/08/2024,TKO
INV04941,C00454,P00352,01/01/2024,MK
INV04942,C00938,P00238,10/02/2024,MK
INV04943,C00277,"P00117,P00096,P00073,P00210",24/06/2024,TKO
INV04944,C00938,P00146,08/07/2024,MK
INV04945,C00676,"P00088,P00206,P00529",06/02/2024,MK
INV04946,C00936,"P00493,P00169,P00011,P00173,P00520",26/09/2024,CYB
INV04947,C00015,"P00014,P00136",13/02/2024,MK
INV04948,C01025,"P00117,P00096",27/11/2024,MK
INV04949,C01115,P00037,17/10/2025,ST
INV04950,C00217,"P00035,P00486,P00058",21/12/2025,MK
INV04951,C00598,P00427,18/06/2025,ST
INV04952,C00604,"P00256,P00098,P00320,P00400",21/05/2025,TKO
INV04953,C01062,"P00345,P00056,P00211,P00309",20/12/2024,ST
INV04954,C00249,"P00395,P00105,P00048,P00358",11/04/2024,MK
INV04955,C00229,"P00438,P00316",20/01/2024,CYB
INV04956,C00759,"P00246,P00359,P00494,P00138,P00199",06/06/2024,TKO
INV04957,C00406,P00117,29/09/2025,CYB
INV04958,C00581,P00420,01/08/2024,TKO
INV04959,C00066,"P00111,P00337",21/09/2025,TKO
INV04960,C01113,P00263,12/12/2024,MK
INV04961,C00553,"P00345,P00099",07/09/2025,TKO
INV04962,C00686,"P00117,P00096",12/04/2025,MK
INV04963,C01027,"P00117,P00096",30/07/2024,TKO
INV04964,C00468,"P00117,P00096",25/01/2024,TKO
INV04965,C00080,"P00422,P00499",20/09/2024,MK
INV04966,C00277,"P00395,P00402,P00481,P00315,P00189",27/11/2025,CYB
INV04967,C00775,P00097,19/04/2024,MK
INV04968,C00972,"P00188,P00212",02/03/2024,MK
INV04969,C00723,"P00385,P00250,P00223,P00239",18/01/2025,ST
INV04970,C00194,P00216,24/01/2025,TKO
INV04971,C00877,"P00233,P00158,P00166,P00469,P00442",19/06/2024,CYB
INV04972,C00915,"P00117,P00096,P00070,P00125",13/11/2024,MK
INV04973,C00348,"P00392,P00420,P00256,P00019,P00383",19/01/2025,MK
INV04974,C00287,"P00381,P00077",06/06/2024,TKO
INV04975,C01119,"P00117,P00096",30/12/2025,CYB
INV04976,C01025,"P00309,P00270,P00141",24/08/2025,ST
INV04977,C00893,"P00197,P00130,P00135,P00510",18/09/2024,TKO
INV04978,C00381,"P00110,P00341,P00400,P00363",04/12/2025,CYB
INV04979,C00532,"P00117,P00096,P00317,P00375",31/08/2024,MK
INV04980,C00185,"P00117,P00096,P00342",25/02/2024,CYB
INV04981,C00292,"P00117,P00096,P00509,P00256",27/05/2025,TKO
INV04982,C00914,"P00536,P00396",09/12/2025,ST
INV04983,C00063,"P00117,P00096,P00173,P00293",13/01/2025,MK
INV04984,C00245,P00047,27/11/2024,ST
INV04985,C00984,"P00117,P00096,P00451,P00527",19/11/2024,CYB
INV04986,C00164,"P00458,P00133,P00390,P00483",06/03/2025,MK
INV04987,C00351,"P00117,P00096",10/10/2025,TKO
INV04988,C00389,"P00129,P00425",03/08/2024,ST
INV04989,C00939,"P00121,P00119,P00517",30/08/2025,TKO
INV04990,C00149,"P00089,P00237",15/02/2024,CYB
INV04991,C00523,"P00367,P00345,P00274,P00317",16/02/2024,ST
INV04992,C00595,P00475,29/05/2024,TKO
INV04993,C00203,"P00111,P00302",14/12/2025,ST
INV04994,C00444,"P00117,P00096",15/05/2025,TKO
INV04995,C00807,"P00332,P00362,P00263,P00038",30/06/2025,TKO
INV04996,C00825,"P00538,P00509,P00533,P00038,P00141",12/11/2024,CYB
INV04997,C00133,"P00117,P00096,P00274,P00364",28/03/2024,CYB
INV04998,C00940,"P00306,P00432",27/05/2024,TKO
INV04999,C00430,P00228,03/06/2025,TKO
INV05000,C00671,"P00117,P00096,P00327,P00292",12/08/2025,TKO
INV05001,C00784,"P00147,P00322",13/05/2024,MK
INV05002,C00336,"P00117,P00096,P00279",28/08/2024,MK
INV05003,C00464,"P00046,P00398,P00416,P00373",21/10/2025,CYB
INV05004,C00479,"P00117,P00096,P00350",06/09/2024,ST
INV05005,C01001,P00178,15/10/2024,TKO
INV05006,C00669,"P00432,P00186",03/09/2025,TKO
INV05007,C00883,"P00117,P00096,P00240,P00513",01/08/2024,ST
INV05008,C00896,P00208,09/03/2024,MK
INV05009,C00051,"P00131,P00308,P00514",07/06/2025,TKO
INV05010,C00803,"P00251,P00056,P00089,P00139",17/09/2024,MK
INV05011,C00149,"P00404,P00466",16/04/2024,MK
INV05012,C00440,P00021,27/07/2024,MK
INV05013,C00117,P00442,27/02/2025,TKO
INV05014,C01077,P00330,21/01/2025,ST
INV05015,C00689,"P00405,P00365",27/01/2025,CYB
INV05016,C00274,"P00174,P00480,P00483,P00233",24/01/2024,TKO
INV05017,C00965,"P00117,P00096,P00355,P00013",29/05/2024,MK
INV05018,C00240,"P00121,P00080,P00218,P00210,P00120",05/03/2025,CYB
INV05019,C00840,"P00117,P00096,P00207,P00102",19/02/2025,CYB
INV05020,C00232,"P00034,P00464,P00420,P00293,P00536",17/06/2024,MK
INV05021,C00488,"P00117,P00096",07/07/2025,TKO
INV05022,C00572,"P00017,P00003,P00339,P00462",12/08/2025,MK
INV05023,C00715,"P00117,P00096",30/06/2025,MK
INV05024,C00154,"P00024,P00238,P00145",03/07/2024,MK
INV05025,C00416,"P00117,P00096,P00191,P00253",11/02/2024,ST
INV05026,C00099,"P00335,P00020,P00044,P00084",15/10/2025,ST
INV05027,C00711,"P00130,P00035",25/10/2025,ST
INV05028,C01131,P00144,24/09/2024,CYB
INV05029,C00828,"P00228,P00059,P00334",13/07/2024,CYB
INV05030,C00366,"P00103,P00305",04/02/2025,TKO
INV05031,C00460,"P00117,P00096,P00309",20/02/2024,ST
INV05032,C00624,"P00117,P00096,P00508",15/06/2025,CYB
INV05033,C01093,P00049,03/11/2024,MK
INV05034,C00043,"P00008,P00414,P00132",13/05/2024,TKO
INV05035,C00778,"P00234,P00210,P00415,P00209",19/01/2024,MK
INV05036,C00350,P00107,29/12/2025,MK
INV05037,C00124,P00383,12/12/2024,ST
INV05038,C01079,"P00278,P00382,P00491,P00518,P00144",11/11/2025,CYB
INV05039,C00373,"P00058,P00509,P00461,P00401",25/06/2024,TKO
INV05040,C00643,P00492,21/05/2025,MK
INV05041,C00495,"P00066,P00011,P00378",13/07/2025,MK
INV05042,C00550,P00506,09/04/2025,TKO
INV05043,C00815,"P00117,P00096,P00287",05/07/2025,TKO
INV05044,C00845,"P00079,P00021,P00135,P00523,P00102",21/11/2024,TKO
INV05045,C01074,"P00060,P00268,P00390,P00510",23/07/2024,TKO
INV05046,C00096,"P00117,P00096,P00462,P00019",02/09/2025,MK
INV05047,C00618,"P00105,P00124,P00291,P00453",12/06/2024,TKO
INV05048,C00902,"P00245,P00472,P00533,P00418",21/11/2025,MK
INV05049,C00957,"P00409,P00431,P00325,P00383",28/02/2025,TKO
INV05050,C01104,"P00528,P00167,P00178",22/06/2024,MK
INV05051,C01126,"P00374,P00513",07/06/2024,TKO
INV05052,C00947,"P00117,P00096,P00458,P00498",25/03/2024,ST
INV05053,C00568,"P00532,P00353,P00223",12/12/2025,ST
INV05054,C00011,"P00098,P00244,P00365,P00009,P00532",03/05/2024,MK
INV05055,C00367,"P00117,P00096,P00517",17/04/2024,TKO
INV05056,C00421,"P00184,P00200",05/09/2024,ST
INV05057,C00147,"P00357,P00408",11/07/2024,TKO
INV05058,C00289,"P00278,P00221,P00464",11/12/2025,MK
INV05059,C00322,"P00164,P00307,P00509,P00537,P00218",29/10/2025,CYB
INV05060,C00311,P00539,24/09/2025,TKO
INV05061,C00111,"P00532,P00018,P00502,P00080,P00025",12/01/2024,MK
INV05062,C00259,"P00382,P00509,P00233,P00446",11/06/2024,CYB
INV05063,C00078,"P00475,P00321,P00135,P00254,P00395",12/08/2024,MK
INV05064,C00071,"P00177,P00041,P00212,P00163",14/11/2025,CYB
INV05065,C00053,"P00117,P00096,P00027,P00359",24/10/2024,MK
INV05066,C00242,"P00533,P00224,P00110",04/08/2025,MK
INV05067,C00672,"P00235,P00150,P00373,P00419",05/10/2024,CYB
INV05068,C00722,"P00085,P00363,P00261,P00019",17/11/2025,TKO
INV05069,C01127,"P00356,P00079,P00510,P00329,P00518",16/03/2025,MK
INV05070,C01070,"P00261,P00092,P00379,P00415,P00334",02/01/2024,MK
INV05071,C00124,"P00331,P00466,P00164,P00112",13/02/2025,MK
INV05072,C00556,"P00117,P00096,P00149,P00455",19/10/2025,MK
INV05073,C00656,"P00425,P00290,P00246,P00106",16/05/2024,CYB
INV05074,C00380,"P00117,P00096",29/01/2024,TKO
INV05075,C00204,"P00117,P00096",02/08/2024,TKO
INV05076,C00356,"P00117,P00096",22/12/2025,CYB
INV05077,C00791,"P00117,P00096,P00220,P00461",27/04/2024,TKO
INV05078,C00774,P00381,21/04/2025,MK
INV05079,C00076,"P00117,P00096,P00145,P00521",29/08/2025,CYB
INV05080,C00316,"P00378,P00249,P00421",17/02/2024,TKO
INV05081,C00155,P00331,28/08/2025,TKO
INV05082,C00276,"P00117,P00096,P00401",26/01/2025,TKO
INV05083,C00979,"P00072,P00274,P00108,P00015",25/09/2024,MK
INV05084,C00627,P00325,11/10/2024,ST
INV05085,C00314,"P00164,P00458,P00492",19/01/2024,ST
INV05086,C00801,"P00398,P00256,P00277,P00284",22/04/2024,MK
INV05087,C00159,"P00171,P00513,P00121",19/11/2025,TKO
INV05088,C00572,"P00117,P00096,P00034",04/12/2025,TKO
INV05089,C00597,"P00117,P00096,P00123",02/03/2024,MK
INV05090,C00128,"P00136,P00287",20/12/2024,MK
INV05091,C01019,"P00117,P00096",27/09/2024,MK
INV05092,C00474,P00260,22/03/2025,CYB
INV05093,C00012,P00014,15/02/2025,TKO
INV05094,C00967,"P00117,P00096",18/05/2024,TKO
INV05095,C00960,"P00021,P00459,P00257",24/11/2024,MK
INV05096,C00983,P00017,13/07/2024,TKO
INV05097,C00546,"P00117,P00096,P00488,P00373",16/09/2025,TKO
INV05098,C00040,"P00129,P00072,P00227,P00037",26/09/2025,TKO
INV05099,C00528,"P00512,P00030,P00025",04/08/2024,CYB
INV05100,C00742,"P00117,P00096",16/09/2025,ST
INV05101,C00821,"P00138,P00288,P00382",08/10/2024,TKO
INV05102,C00966,"P00117,P00096,P00208,P00333",26/06/2024,ST
INV05103,C01006,"P00085,P00059,P00490,P00355",23/03/2024,TKO
INV05104,C00674,"P00117,P00096,P00266",01/07/2024,TKO
INV05105,C00974,"P00117,P00096,P00090,P00030",27/04/2024,TKO
INV05106,C00122,"P00447,P00421,P00439,P00450,P00356",23/03/2025,CYB
INV05107,C00296,"P00117,P00096,P00407,P00196",17/03/2025,TKO
INV05108,C01130,"P00312,P00524",09/10/2024,ST
INV05109,C00342,"P00530,P00515",30/12/2024,CYB
INV05110,C01015,"P00158,P00251",15/08/2025,TKO
INV05111,C00140,P00037,07/05/2024,MK
INV05112,C00414,"P00117,P00096,P00519",12/06/2025,TKO
INV05113,C00196,"P00117,P00096,P00095,P00509",28/06/2025,CYB
INV05114,C00226,P00022,13/12/2025,CYB
INV05115,C01056,"P00094,P00278,P00501,P00504",24/11/2025,CYB
INV05116,C00037,"P00143,P00372,P00031,P00446",18/05/2024,MK
INV05117,C00517,"P00268,P00508,P00091,P00028,P00019",03/12/2024,TKO
INV05118,C01043,P00095,04/05/2024,CYB
INV05119,C01090,"P00061,P00503,P00435,P00253",21/09/2024,TKO
INV05120,C00520,"P00402,P00045,P00332,P00089,P00397",26/01/2024,ST
INV05121,C00607,"P00414,P00211,P00425,P00485",07/03/2024,CYB
INV05122,C00963,"P00532,P00476,P00360,P00284,P00504",07/11/2024,TKO
INV05123,C00214,"P00193,P00444",11/06/2024,MK
INV05124,C00149,P00041,10/08/2024,MK
INV05125,C00351,P00091,22/10/2024,MK
INV05126,C01039,"P00230,P00303,P00464,P00045",25/01/2024,TKO
INV05127,C00612,"P00414,P00116,P00289,P00108",22/10/2025,TKO
INV05128,C00917,"P00295,P00153,P00487,P00063,P00327",30/05/2025,ST
INV05129,C00459,"P00086,P00142",15/09/2025,CYB
INV05130,C00034,"P00117,P00096,P00123",05/09/2024,CYB
INV05131,C01093,"P00479,P00404,P00263,P00254",16/04/2024,ST
INV05132,C00752,"P00374,P00518,P00466,P00341",15/12/2024,ST
INV05133,C00969,"P00232,P00096,P00462",17/08/2025,ST
INV05134,C00463,"P00447,P00017,P00457,P00131",09/04/2025,TKO
INV05135,C00157,"P00243,P00400,P00530",07/03/2025,MK
INV05136,C00712,"P00326,P00404,P00489",10/10/2025,TKO
INV05137,C00034,"P00117,P00379,P00303",22/12/2024,TKO
INV05138,C00480,"P00270,P00024,P00023",20/01/2024,CYB
INV05139,C00399,"P00071,P00194,P00228",22/12/2025,MK
INV05140,C00196,"P00307,P00207,P00247,P00336,P00263",19/01/2025,CYB
INV05141,C00240,"P00117,P00096,P00106",18/12/2024,TKO
INV05142,C00941,"P00088,P00469",08/06/2025,TKO
INV05143,C00656,"P00538,P00386,P00378,P00133,P00374",28/11/2024,ST
INV05144,C00085,P00268,08/11/2024,CYB
INV05145,C00062,"P00249,P00308,P00132,P00050",22/09/2024,TKO
INV05146,C01125,"P00236,P00398,P00378,P00489",10/04/2024,TKO
INV05147,C01028,P00376,16/01/2025,MK
INV05148,C00870,"P00325,P00118,P00079,P00505",06/07/2025,TKO
INV05149,C01080,"P00506,P00279,P00061,P00343,P00405",11/09/2025,MK
INV05150,C00051,P00493,20/08/2025,MK
INV05151,C00251,"P00212,P00314,P00230,P00049,P00326",21/12/2025,ST
INV05152,C00013,"P00467,P00445,P00335,P00307",29/01/2024,TKO
INV05153,C01026,P00479,03/12/2024,ST
INV05154,C00736,P00096,24/01/2025,TKO
INV05155,C00721,"P00466,P00021,P00168",29/06/2025,CYB
INV05156,C01131,P00401,04/11/2025,MK
INV05157,C00178,"P00120,P00269,P00290,P00329,P00186",04/04/2024,ST
INV05158,C00337,"P00465,P00154",10/11/2025,TKO
INV05159,C00172,P00421,30/05/2024,MK
INV05160,C00897,"P00294,P00305",26/06/2025,TKO
INV05161,C00172,"P00423,P00371,P00333",13/10/2024,MK
INV05162,C00620,"P00104,P00517,P00451,P00347",07/08/2025,CYB
INV05163,C00572,P00463,07/11/2025,CYB
INV05164,C00672,"P00257,P00205,P00050,P00210,P00175",31/07/2024,TKO
INV05165,C00910,P00071,08/10/2025,TKO
INV05166,C00398,"P00117,P00096",06/02/2024,MK
INV05167,C00501,"P00499,P00213,P00034,P00185,P00249",23/03/2024,MK
INV05168,C00863,"P00089,P00218,P00527,P00484",08/09/2025,TKO
INV05169,C00306,"P00198,P00361",02/01/2024,MK
INV05170,C00309,"P00351,P00177",11/02/2025,MK
INV05171,C00353,"P00117,P00096",23/08/2025,ST
INV05172,C00046,"P00254,P00382,P00491,P00099",07/10/2024,CYB
INV05173,C00444,"P00218,P00080,P00499",01/02/2025,MK
INV05174,C00270,"P00305,P00400,P00288,P00404,P00512",29/12/2024,TKO
INV05175,C00963,"P00037,P00413,P00217,P00186",30/06/2025,TKO
INV05176,C00259,P00288,28/10/2025,MK
INV05177,C00968,"P00117,P00096,P00505,P00347",02/02/2025,CYB
INV05178,C01050,"P00508,P00085,P00401",30/07/2024,ST
INV05179,C00189,P00476,01/12/2024,MK
INV05180,C00385,"P00296,P00320,P00537,P00492",11/03/2024,MK
INV05181,C00800,"P00117,P00096",30/10/2024,CYB
INV05182,C00759,"P00512,P00009",14/11/2024,CYB
INV05183,C00114,"P00127,P00405,P00427",02/08/2024,MK
INV05184,C00986,P00207,15/04/2024,MK
INV05185,C00233,"P00533,P00036,P00173",30/12/2025,TKO
INV05186,C00761,P00496,28/08/2025,MK
INV05187,C00233,"P00117,P00096,P00266",24/02/2024,ST
INV05188,C00181,"P00117,P00096",27/01/2025,MK
INV05189,C00615,"P00123,P00170,P00274,P00239,P00114",15/09/2024,ST
INV05190,C00235,"P00117,P00096,P00502,P00413",13/07/2025,MK
INV05191,C00505,P00349,19/07/2024,TKO
INV05192,C00324,"P00170,P00009,P00364",02/05/2024,CYB
INV05193,C01113,P00290,12/12/2025,TKO
INV05194,C00447,"P00468,P00473,P00263",23/11/2025,TKO
INV05195,C01015,"P00117,P00096",09/02/2024,TKO
INV05196,C00024,"P00117,P00096,P00079,P00026",03/02/2024,ST
INV05197,C00648,"P00068,P00256,P00034",16/08/2025,TKO
INV05198,C01035,"P00138,P00086",07/07/2025,TKO
INV05199,C00678,"P00117,P00096,P00038,P00405",10/05/2024,MK
INV05200,C00457,P00354,06/09/2025,CYB
INV05201,C00389,"P00311,P00501",30/04/2024,CYB
INV05202,C01030,"P00512,P00025",22/06/2025,ST
INV05203,C00604,"P00404,P00325,P00023",08/12/2024,CYB
INV05204,C01079,"P00104,P00510,P00109",21/03/2024,ST
INV05205,C00123,"P00208,P00459,P00399,P00187",24/10/2025,TKO
INV05206,C00189,"P00288,P00437,P00114,P00461",07/07/2025,TKO
INV05207,C00454,"P00480,P00401,P00133,P00476,P00166",19/06/2025,MK
INV05208,C00077,"P00525,P00297,P00106,P00130",05/06/2025,MK
INV05209,C00487,"P00117,P00096,P00522",20/03/2024,TKO
INV05210,C00593,"P00117,P00096",09/11/2024,MK
INV05211,C00453,"P00444,P00321,P00530,P00183,P00328",05/06/2025,CYB
INV05212,C00022,"P00338,P00029,P00110,P00465,P00017",10/11/2024,CYB
INV05213,C00183,P00112,15/07/2025,CYB
INV05214,C00267,"P00117,P00096,P00296",07/07/2025,ST
INV05215,C00329,"P00158,P00427",02/11/2024,TKO
INV05216,C00491,"P00021,P00452,P00480,P00022",28/04/2024,MK
INV05217,C01045,"P00282,P00368,P00249",05/02/2024,ST
INV05218,C00862,"P00153,P00418,P00323,P00029,P00334",03/04/2024,MK
INV05219,C00073,"P00117,P00096",22/01/2025,CYB
INV05220,C00394,"P00299,P00142",22/10/2025,MK
INV05221,C00636,"P00147,P00017,P00483,P00246",19/07/2024,MK
INV05222,C00833,"P00117,P00096,P00295,P00329",27/04/2025,CYB
INV05223,C01128,"P00117,P00096,P00086",05/08/2024,CYB
INV05224,C00137,"P00328,P00183",13/02/2025,ST
INV05225,C00974,"P00117,P00096",17/06/2025,CYB
INV05226,C00897,"P00316,P00221,P00155,P00206,P00079",04/03/2025,TKO
INV05227,C01084,"P00501,P00250,P00205",04/10/2024,TKO
INV05228,C00178,"P00117,P00096,P00481",25/03/2025,MK
INV05229,C00648,"P00117,P00096,P00375",26/05/2025,MK
INV05230,C00472,"P00117,P00096",06/05/2025,ST
INV05231,C00316,"P00156,P00335,P00243",01/03/2025,TKO
INV05232,C00236,"P00117,P00096,P00058,P00428",14/04/2024,MK
INV05233,C00121,"P00203,P00107,P00355,P00025,P00243",30/07/2024,MK
INV05234,C01117,P00048,30/08/2025,TKO
INV05235,C00559,"P00117,P00096",02/11/2025,ST
INV05236,C00905,"P00174,P00179,P00210,P00197",30/03/2025,TKO
INV05237,C00840,"P00117,P00496,P00082,P00116,P00408",05/11/2025,TKO
INV05238,C00298,"P00327,P00456",26/10/2025,CYB
INV05239,C00625,"P00117,P00096",15/04/2025,TKO
INV05240,C01080,"P00224,P00229",28/02/2024,TKO
INV05241,C00361,"P00095,P00379",09/06/2025,MK
INV05242,C00036,"P00117,P00096,P00351",05/04/2025,TKO
INV05243,C00407,"P00387,P00055",21/03/2025,CYB
INV05244,C00063,"P00206,P00108,P00167,P00361",16/11/2025,ST
INV05245,C00203,"P00117,P00096",03/12/2025,MK
INV05246,C00822,"P00117,P00096",13/07/2025,MK
INV05247,C00104,"P00104,P00483",10/11/2024,TKO
INV05248,C00373,"P00350,P00453,P00260,P00028,P00454",17/09/2025,ST
INV05249,C00744,"P00117,P00096,P00418,P00030",10/08/2025,TKO
INV05250,C00817,"P00521,P00500,P00325,P00383,P00465",29/01/2025,TKO
INV05251,C00386,"P00132,P00054,P00386",12/03/2025,ST
INV05252,C00704,"P00171,P00250",28/04/2024,TKO
INV05253,C00511,"P00117,P00096,P00086",06/06/2025,ST
INV05254,C00137,"P00202,P00047,P00203",23/08/2025,ST
INV05255,C00836,"P00497,P00345,P00262",07/07/2024,CYB
INV05256,C00679,"P00111,P00415,P00411,P00514,P00045",03/04/2024,CYB
INV05257,C00679,P00417,14/03/2025,ST
INV05258,C00915,"P00317,P00254",01/04/2025,TKO
INV05259,C00982,"P00117,P00096,P00164,P00457",01/06/2024,ST
INV05260,C00832,"P00117,P00096",24/08/2024,TKO
INV05261,C00627,"P00487,P00207,P00469",01/10/2024,TKO
INV05262,C00280,P00142,24/03/2024,CYB
INV05263,C00101,"P00469,P00097,P00223,P00208,P00170",12/02/2025,CYB
INV05264,C00181,"P00090,P00153",15/01/2024,CYB
INV05265,C00360,"P00026,P00034,P00493,P00263",27/07/2024,TKO
INV05266,C01057,"P00509,P00355,P00112,P00304",06/07/2024,TKO
INV05267,C00603,"P00403,P00112,P00411",10/04/2025,CYB
INV05268,C00712,"P00304,P00347,P00281,P00100,P00535",03/08/2025,TKO
INV05269,C00388,"P00423,P00135,P00537,P00211",18/12/2025,TKO
INV05270,C01068,"P00117,P00096,P00272",22/07/2025,CYB
